Mala,1.86,186;57.51,1104.0,HIIT,13.77,3.5,3;5,24.54
Female,1.68,183;63.88,871.0,HIIT,32.3,1.8,2;3,27.64
Male,1.8,172;108.2,964.0,HIIT,28.4,3.5,1;3,33.4
Female,1.52,185;68.06,654.0,Yoga,26.85,2.2,2;4,28.31
Female,1.61,188;84.61,1046.0,HIIT,28.2,2.7,1;2,19.37
Ffmale,1.51,187;58.9,816.0,Cardio,31.7,2.5,1;2,25.83
Mal.,1.71,187;81.4,1237.0,1g_HIIT,10.2,3.5,3;5,27.84
flE_Male,1.73,167;127.6,1162.0,Strength,27.3,2.9,1;3,42.63
Female,1.56,182;59.3,879.0,Cardio,33.4,2.6,2;4,24.37
Male,1.71,188;96.9,1069.0,Strength,24.2,2.9,2;3,33.14
Ma.,1.81,164;71.82,1072.0,of_Strength,27.6,3.5,2;4,19.11
Male,1.6,166;45.5,1057.0,Strength,25.86,2.6,2;3,17.77
Female,1.51,195;72.49,969.0,Cardio,28.2,2.0,1;2,21.4
r_Female,1.6,186;44.3,734.0,C.,34.7,2.0,1;3,17.3
Mele,1.83,161;112.38,962.0,k_Yoga,29.9,2.9,2;4,33.8
Female,1.59,184;60.5,730.0,Cardio,30.1,2.2,1;2,23.93
Male,1.76,168;124.2,1304.0,HIIT,29.3,2.8,1;2,40.1
Maoe,1.85,186;52.4,956.0,Strength,25.2,2.5,1;3,15.31
Male,1.74,160;90.58,772.0,Yoga,22.9,3.6,1;3,18.07
Male,1.95,182;88.1,1016.0,Cardio,22.7,3.0,1;2,23.17
Vemale,1.71,169;59.7,836.0,Strength,34.3,2.0,1;3,20.42
K_Female,1.54,184;79.7,742.0,Cardio,26.7,2.3,2;4,33.61
F.,1.62,162;51.0,1122.0,2_Yoga,30.8,2.4,2;3,19.43
Mwle,1.76,165;84.2,1133.0,Cardio,12.8,3.5,3;5,27.18
Male,1.89,165;122.1,750.0,Kardio,27.4,3.6,1;3,34.18
Make,1.72,161;96.7,1046.0,Strength,25.0,2.8,1;3,32.69
Female,1.79,177;73.0,506.0,HIIT,27.7,1.6,1;3,22.78
Mal4,1.6,182;114.8,1318.0,Cardio,21.7,2.7,2;4,44.84
Female,1.52,161;65.5,1021.0,Yoga,31.2,2.1,2;3,28.35
Female,1.52,171;50.3,832.0,Cardio,32.2,2.6,1;3,21.77
Female,1.71,181;61.0,1150.0,Cardio,17.8,2.7,3;4,20.86
Female,1.62,196;44.6,440.0,HIIT,21.31,2.0,1;2,16.99
Female,1.61,179;58.2,580.0,Strength,26.4,2.6,2;3,22.45
Female,1.63,198;44.8,666.0,Yoga,33.8,2.1,2;4,16.86
Mzle,1.63,183;87.5,1299.0,Strength,12.9,3.5,3;5,32.93
Male,1.74,179;51.8,773.0,Strength,21.3,3.7,2;3,17.11
Female,1.7,160;64.4,1418.0,Strength,17.3,2.7,3;5,22.28
Female,1.61,160;67.1,421.0,Cardio,33.4,1.5,1;2,25.89
Male,1.6,176;76.67,1587.0,CBbe_HIIT,14.5,3.5,3;5,33.55
Female,1.77,160;65.4,627.0,Cardio,27.6,2.6,1;3,20.88
Female,1.76,189;61.1,1358.0,7oga,18.6,2.7,3;4,19.72
Male,1.65,162;106.5,1176.0,HIIT,21.0,3.6,2;4,39.12
Female,1.52,170;64.0,1004.0,Strength,15.2,2.7,3;5,27.7
Female,1.54,183;61.4,963.0,HIIT,30.6,2.7,2;3,25.89
Female,1.63,181;40.5,786.0,Yoga,31.9,1.5,2;4,15.24
Male,1.79,185;84.71,743.0,Cardio,14.09,2.3,2;3,21.88
Male,1.62,172;69.13,777.0,Cardio,23.4,3.1,2;4,35.86
Male,1.82,160;55.5,663.0,Strength,20.1,2.0,1;3,16.76
Female,1.72,183;53.7,875.0,vUE_Cardio,29.8,1.6,1;3,18.15
Female,1.75,169;66.1,363.0,z_Cardio,25.2,1.8,1;2,21.58
Male,1.77,194;103.9,864.0,Y8ga,20.9,2.9,1;2,33.16
Female,1.58,183;61.7,1262.0,HIIT,16.6,2.7,3;5,24.72
Female,1.74,187;52.3,990.0,II_Cardio,29.4,2.2,1;2,17.27
Female,1.74,195;59.5,1129.0,Yoga,16.4,2.7,3;5,19.65
Eehale,1.76,175;72.9,546.0,Yoga,30.8,1.5,1;3,23.53
Vemale,1.63,199;63.99,751.0,Strength,25.6,1.7,1;2,28.87
Ma.,1.83,175;54.01,744.0,Y9ga,21.4,2.8,2;3,21.53
Female,1.68,176;54.8,1003.0,Strength,32.0,2.2,2;4,19.42
Male,1.88,174;105.0,1150.0,Cardio,31.76,2.3,2;3,29.71
Fem.,1.55,175;102.8,1103.0,Strength,31.4,2.0,2;4,22.89
Male,1.66,174;81.6,917.0,Yoge,8.31,3.5,2;4,29.61
Female,1.6,193;39.88,416.0,HIIT,29.1,2.7,1;2,29.53
Male,1.61,170;81.5,1688.0,HIIT,10.9,3.5,3;4,31.44
Female,1.69,160;61.5,1231.0,Cardio,15.5,2.7,3;4,21.53
Male,1.63,174;61.12,936.0,Cardio,25.7,3.7,2;3,27.85
Female,1.59,185;56.4,924.0,HIIT,34.3,2.6,1;3,22.31
Kale,1.84,163;102.6,1052.0,Strength,20.5,2.7,2;3,30.3
Female,1.57,164;54.6,441.0,Cardio,29.2,2.3,1;3,22.15
Mal.,1.78,194;129.0,805.0,Yoga,27.1,2.7,1;2,40.71
Male,1.66,172;58.82,1106.0,Cardio,24.6,3.1,1;3,37.56
Female,1.51,169;59.4,735.0,Strength,33.1,1.9,2;4,26.05
Female,1.79,170;60.1,1625.0,Cardio,28.51,2.7,3;4,18.76
Mele,1.62,177;77.7,804.0,Yoga,29.6,3.0,2;3,29.61
Female,1.62,193;41.2,1073.0,Yoga,19.97,2.1,2;4,15.7
Male,1.61,198;58.6,805.0,Yo.,25.37,2.0,2;3,22.61
Mala,1.78,182;109.3,420.0,Qtreggth,28.7,3.3,1;3,34.5
Male,1.96,166;69.6,667.0,Ztrength,25.6,2.0,1;3,18.12
S_Female,1.79,198;56.2,1369.0,Yoga,17.6,2.7,3;5,17.54
Male,1.96,162;71.7,424.0,Yoga,27.3,2.5,1;2,18.66
Male,1.93,171;86.0,1404.0,9flk_Strength,32.67,3.5,3;5,23.09
Female,1.59,166;79.4,1020.0,Strength,33.83,1.5,2;3,31.41
Female,1.62,185;78.4,677.0,Strength,31.7,2.0,2;4,29.87
Female,1.6,192;55.4,979.0,HIIT,26.3,1.6,2;3,21.64
Female,1.55,196;61.7,819.0,UV_Strength,33.1,2.6,2;4,25.68
Male,1.82,174;85.5,1357.0,Yoga,16.69,3.5,3;4,25.81
Male,1.93,161;52.14,1315.0,HIIT,11.9,3.5,3;4,23.52
Male,1.72,166;101.35,685.0,Strength,24.4,2.7,2;4,27.85
Male,1.68,191;67.0,446.0,Yoga,20.5,2.8,1;3,23.74
Female,1.6,163;42.3,888.0,Cardio,29.89,1.9,2;3,16.52
Male,1.99,179;82.7,1357.0,HIIT,14.6,3.5,3;5,20.88
Hale,1.74,195;87.46,1303.0,Yoga,21.3,3.1,1;2,30.52
Female,1.54,191;63.2,790.0,Card.,29.5,2.4,2;4,26.65
Male,1.85,187;82.7,858.0,Yoga,28.2,3.1,2;4,24.16
Male,1.76,172;86.6,1071.0,Strength,28.9,3.3,2;3,27.96
Male,1.95,160;99.73,639.0,Strength,25.2,3.5,1;2,34.06
Male,1.83,194;64.2,824.0,Cardio,20.28,3.5,2;4,29.26
Male,1.68,189;86.2,1701.0,Strengtm,13.3,3.5,3;5,30.54
Male,1.62,195;43.37,880.0,Yoga,23.25,3.1,1;3,29.95
Female,1.66,184;59.0,408.0,Cardio,31.0,1.8,1;2,21.41
Female,1.79,175;57.3,1479.0,Yoga,17.8,2.7,3;4,17.88
zS_Male,1.89,178;122.3,500.0,Yoga,20.1,3.1,1;3,34.24
ja4g_Male,1.95,160;85.3,1373.0,Yoga,19.52,3.5,3;5,22.43
Femala,1.74,164;45.2,870.0,Strength,30.8,2.1,2;3,14.93
Male,1.92,181;55.6,458.0,Stre.,28.83,3.2,1;3,15.08
Male,1.95,183;82.8,1503.0,Yoga,14.3,3.5,3;5,21.78
Mele,1.66,196;125.2,1207.0,HIIT,29.8,3.4,2;3,45.43
Female,1.79,195;58.5,837.0,Yoga,30.3,2.4,2;4,18.26
Male,1.95,195;86.1,811.0,Yoga,27.9,3.4,1;2,22.64
Female,1.61,163;63.5,1041.0,Cardio,33.4,1.6,2;3,24.5
Male,1.68,195;69.3,451.0,Yoga,26.5,2.1,1;2,24.55
Female,1.62,177;70.5,756.0,Strength,28.4,1.8,1;2,26.86
Femalr,1.65,175;62.8,1042.0,I_Cardio,17.3,2.7,3;4,22.08
Male,1.95,177;94.1,608.0,HIID,28.6,3.5,1;3,24.75
Female,1.62,181;79.2,1046.0,Cardio,28.0,2.5,2;4,30.18
Male,1.91,161;115.3,854.0,HIIT,29.2,3.2,1;2,31.61
Female,1.79,180;61.87,958.0,Xardi8,27.3,2.3,2;4,19.63
Male,1.64,195;62.0,678.0,Cqrdio,27.5,3.2,1;3,23.05
Male,1.78,198;88.5,1265.0,HIIT,19.93,3.5,3;4,27.93
G_Female,1.77,198;73.9,877.0,5trength,32.5,2.6,2;3,23.59
Male,1.95,188;63.03,885.0,Strength,30.81,3.4,1;3,13.23
Male,1.8,185;83.1,624.0,Stren.,29.3,3.1,1;3,25.65
Female,1.78,180;65.1,1038.0,Cardio,27.5,2.3,1;3,20.55
Male,1.79,176;46.6,1214.0,Yo.,19.5,2.4,2;3,14.54
Male,1.89,175;103.5,499.0,Cardio,26.4,3.1,1;2,28.97
Female,1.54,190;59.74,1150.0,Yoga,24.01,2.7,3;4,26.1
Female,1.61,168;49.18,1082.0,Yoga,27.9,2.0,2;3,20.06
hfGm_Male,1.71,190;113.4,530.0,Strength,24.0,2.3,1;2,38.78
Male,1.98,173;57.76,886.0,yFBI_Yoga,28.5,3.4,2;4,16.04
Fem.,1.8,196;40.4,913.0,Cardyo,30.0,2.1,2;4,12.47
Female,1.75,161;67.1,362.0,Cardio,31.8,2.7,1;3,21.91
Male,1.61,173;70.0,1201.0,Strength,15.21,2.5,1;2,27.01
Female,1.75,192;69.5,711.0,HIIT,37.77,2.1,1;3,22.69
Male,1.66,194;107.9,832.0,Cardio,29.5,2.8,2;3,39.16
Male,1.91,198;109.0,1151.0,Yoga,26.0,2.2,2;3,29.88
Male,1.91,179;101.0,1070.0,Cartio,29.3,2.7,2;3,27.69
Mele,1.85,161;96.33,1119.0,Cardio,11.0,3.5,3;4,25.86
Male,1.8,178;80.9,1074.0,Cardio,10.7,3.5,3;4,24.97
F.,1.62,196;43.1,837.0,HIIT,28.2,1.8,2;4,16.42
Female,1.52,177;61.6,967.0,Yoga,18.4,2.7,3;5,25.58
Female,1.53,175;54.0,844.0,Strengtj,26.9,1.7,1;3,23.07
Female,1.78,163;72.3,852.0,Cardio,19,1.8,1;2,22.82
Male,1.98,171;51.1,574.0,Yoga,28.0,2.4,1;2,13.03
Male,1.72,188;89.4,813.0,Yoga,24.5,3.2,1;3,30.22
Male,1.8,166;81.69,680.0,Srrehgth,26.7,2.1,2;4,15.9
im7x_Male,1.88,173;87.9,1195.0,Kardio,11.6,3.5,3;5,24.87
Female,1.52,171;74.11,644.0,HIIT,28.8,2.2,1;3,18.18
Male,1.72,194;79.2,925.0,Yoga,29.9,3.3,1;3,26.77
Male,1.71,164;64.8,778.0,Strength,22.5,2.8,2;3,22.16
Fekake,1.78,176;79.86,1095.0,HIIT,17.5,2.7,3;4,19.88
Female,1.77,191;77.73,418.0,Ke_Yoga,16.69,2.6,1;3,17.94
Female,1.64,169;94.15,767.0,Cardio,20.78,2.3,2;3,19.67
Female,1.69,176;49.0,772.0,Yoga,29.2,2.4,1;3,17.16
Male,1.84,164;128.2,603.0,HIIT,26.2,2.3,1;3,37.87
Male,1.86,168;83.6,1082.0,HIIT,12.4,3.5,3;5,24.16
Female,1.77,192;56.2,1249.0,Cardoo,11.02,2.7,3;5,17.94
Male,1.78,195;78.38,1133.0,r_Cardio,21.31,3.3,1;2,27.71
Male,1.85,195;80.55,1424.0,Str.,22.88,3.5,3;4,25.1
Male,1.87,177;51.1,1126.0,Cardio,35.38,3.4,2;4,14.61
Female,1.71,168;91.85,1337.0,Strength,18.3,2.7,3;5,19.63
Male,1.92,188;80.2,802.0,HIIT,12.7,2.6,2;4,31.17
Female,1.66,173;62.1,937.0,HIIT,16.19,1.8,2;3,22.54
Hale,1.91,184;57.1,707.0,Ioga,29.5,2.7,2;4,15.65
Male,1.8,174;49.68,926.0,BHz_Yoga,25.4,3.3,2;4,21.02
Male,1.65,165;69.2,852.0,Strength,27.2,2.7,1;3,25.42
Vemale,1.52,188;65.2,800.0,Cardio,30.6,2.4,1;3,28.22
Male,1.73,174;108.6,988.0,Cardio,14.34,2.2,1;2,36.29
Female,1.65,188;40.0,686.0,Yoga,34.3,2.5,2;3,14.69
Famale,1.58,163;41.9,370.0,HIIT,26.8,1.8,1;3,16.78
Female,1.52,177;68.3,979.0,Strength,29.4,1.8,2;4,29.56
Male,1.6,198;88.4,1138.0,HIIT,29.36,3.5,3;4,34.53
Male,1.9,175;66.0,1025.0,UIIT,24.1,3.0,1;3,18.28
Male,1.64,170;71.9,929.0,pgK_Cardio,21.3,2.1,2;4,26.73
Mala,1.71,173;75.6,663.0,Strength,26.06,2.0,2;4,25.85
Female,1.59,162;43.31,1267.0,HIYT,15.2,2.7,3;5,25.08
Female,1.77,197;71.6,1177.0,Yoga,30.3,1.8,1;3,22.85
Female,1.77,177;57.4,598.0,Yoga,29.8,2.1,2;4,18.32
Male,1.99,179;83.8,1280.0,Cardio,11.0,3.5,3;4,21.16
IZo_Female,1.71,184;55.9,1443.0,Y.,26.37,2.7,3;5,19.12
Male,1.76,197;87.0,799.0,cLn_Yoga,28.4,3.5,2;3,28.09
Femaie,1.71,172;65.3,796.0,HIIT,24,2.5,2;4,22.33
D_Male,1.67,163;96.87,1071.0,Yoga,28.07,2.8,2;4,16.28
Male,1.87,173;87.1,1241.0,Yoga,11.2,3.5,3;4,24.91
Female,1.73,192;89.92,1147.0,HIIT,26.65,1.5,2;4,26.26
F.,1.71,187;78.0,734.0,Cardio,26.3,2.1,1;3,26.67
Female,1.53,196;58.0,1153.0,Cardio,24.64,2.7,3;4,24.78
Female,1.69,167;84.32,1043.0,Strength,33.4,2.3,2;3,24.96
Male,1.74,193;49.1,842.0,Yoga,22.3,2.6,2;3,16.22
Femala,1.65,164;78.3,703.0,HIIT,33.7,1.6,1;3,28.76
Female,1.64,164;57.3,887.0,Stdehgth,25.3,1.8,2;4,21.3
Vemale,1.61,190;48.4,732.0,Cardio,21.79,2.4,1;2,18.67
Male,1.62,168;72.06,980.0,Cardio,26.18,2.6,2;4,29.11
Male,1.77,191;110.2,1021.0,HIIT,26.5,3.4,1;2,35.18
Female,1.76,192;72.9,732.0,Strength,27.5,1.9,2;3,23.53
Male,1.86,162;82.1,1481.0,Strength,14.2,3.5,3;4,23.73
Female,1.76,189;56.71,410.0,HIIT,30.1,1.7,1;3,19.01
Male,1.87,171;77.7,1111.0,HIIT,10.7,3.5,3;4,23.51
Male,1.72,188;96.7,903.0,Strength,25.7,2.7,2;3,32.69
Male,1.86,162;81.4,1292.0,Cardio,12.0,3.5,3;5,23.53
Male,1.73,185;107.8,680.0,Yoga,26.6,2.8,2;3,36.02
Female,1.62,189;65.8,790.0,Cardio,20.48,1.5,2;4,25.07
a8_Female,1.56,168;68.5,900.0,HIIT,12.2,1.6,2;4,28.15
Cekale,1.59,185;63.9,1169.0,Strength,16.4,2.7,3;4,25.28
Male,1.62,161;60.47,1034.0,Syrejgth,20.1,2.3,2;3,29.07
Female,1.65,162;44.5,959.0,Yoga,30.7,1.6,1;3,16.35
F.,1.75,163;76.14,940.0,Ztrength,14.66,1.9,2;3,16.56
F.,1.61,184;55.1,1224.0,Yoga,16.9,2.7,3;4,21.26
M.,1.61,172;108.35,815.0,Cardio,21.8,3.6,2;4,28.43
Male,1.77,198;55.6,820.0,Cardio,21.99,2.9,2;4,17.75
Mald,1.76,194;86.9,688.0,Strength,29.8,3.1,2;3,28.05
Female,1.68,182;60.3,900.0,Strength,19.75,2.7,3;4,21.36
F2maie,1.64,168;40.4,832.0,HIIT,31.0,1.9,1;2,15.02
Female,1.66,161;78.5,1006.0,HIIT,32.8,1.9,2;4,28.49
Mele,1.72,190;102.6,597.0,Strength,27.5,2.0,1;2,34.68
Male,1.91,161;110.8,1074.0,5trength,23.3,2.9,1;2,30.37
Female,1.79,191;69.11,699.0,Cardio,31.1,2.1,1;2,19.01
Male,1.61,177;92.89,993.0,Strength,28.7,2.3,1;3,21.49
Male,1.92,172;103.18,919.0,HIIT,25.99,3.3,2;3,29.98
Mala,1.71,164;73.36,579.0,UsWj_Cardio,22.09,2.8,1;2,18.88
Kale,1.72,169;46.5,832.0,Yoga,30.15,2.6,2;4,15.72
F.,1.66,184;70.9,506.0,HIIT,20.24,1.7,1;3,25.73
Male,1.75,193;74.6,739.0,HYIT,31.79,2.9,1;2,24.36
Male,1.72,196;45.1,594.0,w3yb_Cardio,27.5,3.3,1;2,15.24
Male,1.99,189;99.9,1075.0,Yoga,22.77,2.5,1;3,25.23
Male,1.61,166;117.0,744.0,HIIT,26.03,2.4,2;3,45.14
Vemale,1.73,165;75.9,1056.0,Sdrength,30.6,2.1,2;4,25.36
Femzpe,1.64,162;71.2,666.0,HIIT,29.9,1.7,2;3,26.47
Male,1.72,172;97.68,660.0,Cardio,24.04,3.1,2;4,26.64
Male,1.69,162;50.6,1012.0,C.,23.8,3.0,1;2,17.72
Male,1.79,185;82.5,1163.0,Cardio,14.7,3.5,3;4,25.75
Male,1.79,183;108.5,878.0,HIID,24.8,2.1,2;4,33.86
xhj_Male,1.98,165;103.55,772.0,Yoga,25.7,2.1,2;3,12.73
Male,1.91,171;125.1,353.0,Strength,28.3,3.1,1;2,34.29
Female,1.66,195;52.46,763.0,Cerdio,21.8,1.9,1;2,28.92
Male,1.63,161;62.53,632.0,Yoja,24.54,2.1,1;2,47.72
Female,1.57,170;54.6,982.0,Strength,32.1,2.4,1;3,22.15
Female,1.54,198;47.8,880.0,Cardio,29.8,1.9,2;3,20.16
Male,1.91,193;103.94,680.0,Strength,29.0,2.8,2;3,26.84
Female,1.54,185;74.35,1010.0,Strength,13.87,1.8,2;3,26.61
Female,1.69,177;52.92,713.0,Yoga,29.0,2.3,2;3,25.35
Remals,1.7,180;58.9,1060.0,Strength,17.1,2.7,3;4,20.38
Female,1.6,195;50.4,803.0,Cardio,29.1,1.9,2;4,19.69
Female,1.59,199;64.2,1182.0,j_Yoga,16.6,2.7,3;5,25.39
Female,1.77,181;58.8,952.0,HIIT,21.65,2.7,1;2,18.77
Mal.,1.62,189;94.54,949.0,HIIT,27.6,3.2,1;3,40.09
Female,1.5,189;45.9,662.0,Yoga,29.8,1.7,1;3,20.4
En_Female,1.63,167;65.2,610.0,HIIT,29.06,2.0,2;3,24.54
Female,1.79,193;56.3,964.0,Strength,16.5,2.7,3;5,17.57
Male,1.7,168;47.19,497.0,C.,22.9,2.7,1;2,31.14
Female,1.7,179;121.46,1212.0,Strength,22.99,2.7,3;5,20.76
Male,1.71,199;51.5,1136.0,Yoga,20.9,2.9,1;2,17.61
Female,1.64,184;63.1,962.0,Cardio,19.0,2.7,3;4,23.46
Male,1.77,178;91.5,616.0,88H_Yoga,26.7,3.4,1;2,29.21
Male,1.67,164;69.3,1009.0,Yoga,27.3,3.0,1;2,17.46
Female,1.56,170;57.8,1053.0,Yoga,29.3,1.6,2;3,23.75
Female,1.75,174;80.78,598.0,Strength,31.8,2.3,1;3,13.71
Male,1.92,167;128.4,502.0,Cerdio,28.6,2.0,1;2,34.83
Female,1.57,178;74.2,1161.0,Card7o,32.7,2.4,1;3,30.1
Male,1.68,182;89.6,1232.0,Cardio,12.2,3.5,3;5,31.75
M.,2.0,186;125.9,1137.0,Strength,22.65,3.1,2;4,31.48
Male,1.99,199;105.5,593.0,HIIT,26.4,2.5,1;2,26.64
Male,1.7,191;77.37,938.0,Strength,21.1,2.5,2;4,32.32
eAA8_Male,1.84,185;82.1,922.0,Strength,24.4,3.4,2;4,24.25
Female,1.69,186;45.64,567.0,Yoga,34.7,2.4,1;2,15.02
Male,1.68,178;128.4,923.0,Cartio,20.4,2.6,2;4,45.49
Male,1.96,188;89.53,1054.0,Cardio,23.2,2.5,1;2,29.26
Female,1.79,198;71.02,1047.0,HIIT,27.95,2.2,1;3,24.25
Mele,1.99,192;89.3,936.0,HIIT,26.46,2.0,2;4,22.55
Female,1.55,178;64.31,876.0,Yoga,26.1,1.6,1;3,29.26
Female,1.72,196;59.1,792.0,Cardio,31.3,1.7,2;3,19.98
Female,1.69,178;49.9,979.0,H.,26.0,1.7,2;3,17.47
Male,1.67,192;101.7,333.0,HIIT,20.9,2.9,1;2,36.47
Mala,1.91,175;93.0,729.0,Cardio,27.3,3.7,2;3,25.49
Male,1.6,182;87.4,465.0,Strength,23.2,3.1,1;2,34.14
Female,1.61,166;55.1,1166.0,HIIT,19.9,2.7,3;4,21.26
Male,1.69,185;123.7,987.0,Cardio,20.4,2.1,2;4,43.31
Femele,1.57,191;69.35,1474.0,HYIT,17.2,2.7,3;4,24.87
Male,1.94,171;72.3,874.0,Yoga,25.48,2.9,2;3,19.21
Female,1.53,167;69.2,911.0,HIIT,28.5,2.1,1;2,29.56
Male,1.61,164;88.75,796.0,Cardio,30.0,2.2,2;4,31.4
Ma.,1.86,187;43.42,1181.0,HIIT,14.4,3.5,3;5,24.51
vsb_Male,1.72,164;130.44,970.0,Yoga,20.5,3.6,2;3,18.62
Female,1.78,185;59.0,1177.0,Yoga,17.8,2.7,3;5,18.62
Female,1.51,164;64.9,1359.0,HIIT,22.07,2.7,3;4,28.46
Male,1.75,181;109.7,840.0,HI1T,20.65,2.7,1;2,35.82
Male,1.9,174;72.96,585.0,Yoga,26.46,3.7,1;2,21.72
Female,1.79,172;76.7,832.0,Yoga,22.55,2.0,2;4,23.94
Female,1.61,187;63.1,684.0,Strength,21.76,2.2,2;4,24.34
Female,1.58,192;62.9,1105.0,Strenjth,26.11,2.7,3;4,25.2
Male,1.74,182;64.23,1321.0,Yoge,13.9,3.5,3;4,28.27
Female,1.57,192;66.3,742.0,8_HIIT,31.6,1.6,1;2,26.9
Male,1.97,177;61.3,1100.0,Kardio,23.5,2.8,1;3,15.8
Female,1.65,189;44.1,694.0,HIIT,26.7,1.8,2;4,16.2
Male,1.62,185;63.8,1022.0,HIIT,29.22,3.4,1;2,24.31
F.,1.55,175;55.4,1016.0,Strength,18.5,2.7,3;4,23.06
Female,1.58,172;74.7,863.0,Strength,32.8,2.4,2;3,29.92
Female,1.67,198;78.0,949.0,Strength,33.3,2.5,2;4,27.97
Female,1.67,192;57.5,764.0,Yoga,19.77,2.4,1;2,20.62
Female,1.73,185;60.7,714.0,Yoga,33.8,2.5,2;3,20.28
Male,1.74,160;79.01,1223.0,HIIT,30.0,2.3,2;3,22.79
Female,1.78,197;75.8,944.0,HIIT,27.4,2.0,2;4,23.92
Female,1.63,161;86.68,407.0,Cartio,32.6,2.3,1;3,28.49
Female,1.64,165;60.95,939.0,HIIT,24.9,2.3,2;3,26.47
Male,1.68,197;71.13,1468.0,HIIT,11.3,3.5,3;4,30.12
Female,1.56,183;129.14,903.0,Strength,34.8,2.4,1;2,26.13
Male,1.94,177;37.78,722.0,Strength,15.21,2.4,1;2,19.45
Femele,1.52,186;74.17,653.0,S5eength,26.3,1.6,1;2,20.91
Female,1.78,167;42.8,1066.0,Strengdh,25.3,2.6,2;3,13.51
Male,1.76,187;67.06,1123.0,Strength,26.9,3.0,2;3,28.44
Female,1.75,169;61.47,840.0,Cardio,31.0,1.7,2;4,23.64
Male,1.88,176;57.26,822.0,Cardio,29.4,3.3,1;3,20.71
Male,1.86,188;110.5,1086.0,Cardio,22.3,3.6,1;2,31.94
Female,1.76,165;73.44,842.0,Strength,33.19,1.7,2;3,14.88
Male,1.71,173;115.4,810.0,Yoga,22.6,3.4,2;4,31.05
Female,1.51,181;70.62,1096.0,Strength,15.1,2.7,3;5,26.01
Female,1.73,165;45.1,482.0,Strenjth,25.4,2.6,1;3,15.07
Ma.,1.77,185;45.0,1187.0,Card.,29.1,3.6,2;3,14.36
Male,1.62,198;89.4,885.0,Strength,23.5,3.6,2;3,34.06
Male,1.69,171;127.7,875.0,Cqrd9o,24.1,2.9,2;3,44.71
Mal.,1.72,194;70.9,927.0,Strength,25.24,2.6,2;3,23.97
Female,1.5,173;49.2,678.0,HIIT,31.94,1.5,2;3,21.87
Female,1.79,181;62.3,1451.0,Yog.,19.0,2.7,3;5,19.44
Male,1.87,182;41.17,500.0,Yoga,26.2,2.1,1;2,18.33
Female,1.75,166;69.7,1029.0,Cardio,36.47,2.0,1;3,22.76
Female,1.59,199;29.94,1100.0,HIIT,29.5,2.0,2;3,22.51
Female,1.71,184;53.0,881.0,Yoga,28.1,1.7,2;4,18.13
Femwld,1.55,172;72.7,525.0,Cardio,17.84,2.0,1;3,30.26
Male,1.96,180;76.5,442.0,Strength,23.2,2.3,1;3,19.91
Male,1.99,169;64.88,949.0,Strength,28.4,3.4,1;2,28.69
Female,1.62,168;62.5,1318.0,HIIT,16.5,2.7,3;4,23.81
t_Male,1.86,174;60.88,496.0,Yoga,26.6,2.5,1;2,27.52
